"Carleton Village Shore, NS, Canada","43,661584","-65,328253"
"Corso Italia Garage, Toronto, ON, Canada","43,676946","-79,444991"
"York, Toronto, ON, Canada","43,680189","-79,492232"
"Toronto, ON, Canada","43,702303","-79,357423"
"Brookhaven-Amesbury, Toronto, ON, Canada","43,701141","-79,485589"
"Park, MB, Canada","50,653439","-100,201088"
"Weston, Toronto, ON, Canada","43,702465","-79,515471"
"Fairbank, Toronto, ON, Canada","43,693114","-79,452349"
"Maple Leaf, Toronto, ON, Canada","43,715395","-79,480762"
"Mount Dennis, Toronto, ON, Canada","43,689015","-79,502298"
"Downsview, Toronto, ON, Canada","43,734119","-79,483284"
"Humber Summit, Toronto, ON, Canada","43,758716","-79,556174"
"Humbermede, Toronto, ON, Canada","43,743482","-79,537394"
"Jane and Finch, Toronto, ON, Canada","43,753105","-79,51445"
"York University Heights, Toronto, ON, Canada","43,767497","-79,489336"
"New Toronto, Toronto, ON, Canada","43,600846","-79,511589"
"Long Branch, Toronto, ON, Canada","43,593139","-79,533121"
"North Mimico, Toronto, ON, Canada","43,616121","-79,49458"
"Alderwood, Toronto, ON, Canada","43,605353","-79,541942"
"The Queensway, Toronto, ON, Canada","43,620303","-79,529681"
"The Kingsway, Toronto, ON, Canada","43,654064","-79,510577"
"Etobicoke, Toronto, ON, Canada","43,67061","-79,553568"
"Eringate-Centennial-West Deane, Toronto, ON, Canada","43,662385","-79,578625"
"Toronto, ON, Canada","43,64877","-79,38171"
"Humber Valley Village Junior Middle School, Toronto, ON, Canada","43,665359","-79,526941"
"Islington-City Centre West, Toronto, ON, Canada","43,634421","-79,540029"
"Markland Wood, Toronto, ON, Canada","43,632829","-79,574613"
"Toronto, ON, Canada","43,64877","-79,38171"
"Richview, Toronto, ON, Canada","43,686351","-79,552115"
"Humber Heights, Toronto, ON, Canada","43,69112","-79,522635"
"Rexdale Boulevard, Toronto, ON, Canada","43,720321","-79,612595"
"Toronto, ON, Canada","43,64877","-79,38171"
"Thistletown Collegiate Institute, Toronto, ON, Canada","43,728046","-79,56344"
"Toronto, ON, Canada","43,64877","-79,38171"
"The Elms, Toronto, ON, Canada","43,722454","-79,550179"
"Downtown Toronto, Toronto, ON, Canada","43,654652","-79,381164"
"Toronto, ON, Canada","43,64877","-79,38171"
"Toronto, ON, Canada","43,64877","-79,38171"
"Beaconsfield, Toronto, ON, Canada","43,647899","-79,429207"
"Annex, Toronto, ON, Canada","43,671376","-79,404002"
"Yorkville, Calgary, AB, Canada","50,870403","-114,076692"
"South Tabusintac Hill, NB, Canada","47,346028","-65,424037"
"Toronto, ON, Canada","43,64877","-79,38171"
"Wychwood Park, Toronto, ON, Canada","43,678925","-79,419702"
"Toronto, ON, Canada","43,64877","-79,38171"
"Forest Hill, Toronto, ON, Canada","43,696373","-79,41606"
"Oakwood Vaughan, Toronto, ON, Canada","43,688637","-79,439787"
"Humewood-Cedarvale, Toronto, ON, Canada","43,691608","-79,427542"
"Corso Italia Garage, Toronto, ON, Canada","43,676946","-79,444991"
"Bedford Park, Grimsby, ON, Canada","43,187951","-79,532983"
"Manor, SK, Canada","49,602489","-102,085455"
"North Toronto Tire, Toronto, ON, Canada","43,771903","-79,471882"
"Forest Hill, Toronto, ON, Canada","43,696373","-79,41606"
"North York, Toronto, ON, Canada","43,744423","-79,463984"
"Dublin Heights, Toronto, ON, Canada","43,740346","-79,444766"
"Bathurst Manor, Toronto, ON, Canada","43,760767","-79,454703"
"Willowdale, Toronto, ON, Canada","43,771307","-79,40207"
"Newtonbrook, Toronto, ON, Canada","43,78851","-79,419558"
"Westminster-Branson, Toronto, ON, Canada","43,77579","-79,451017"
"Lansing Pond, Hastings Highlands, ON, Canada","45,295582","-77,950709"
"Cabbagetown-South St.James Town, Toronto, ON, Canada","43,667847","-79,36427"
"St. Lawrence Market, Toronto, ON, Canada","43,649213","-79,371735"
"Waterfront, Prince Rupert, BC, Canada","54,307877","-130,340552"
"Moss Park, Toronto, ON, Canada","43,655869","-79,369379"
"Bay St & Wellesley St W, Toronto, ON, Canada","43,6637","-79,387077"
"The District, Edmonton, AB, Canada","53,443835","-113,482996"
"Toronto Place Park, New West, BC, Canada","49,204239","-122,914627"
"Rosedale, MB, Canada","50,439565","-99,53905"
"Davisville, Toronto, ON, Canada","43,697891","-79,397288"
"Midtown, Toronto, ON, Canada","43,68744","-79,397626"
"Lawrence Park North, Toronto, ON, Canada","43,729592","-79,403978"
"Toronto Public Library - Leaside, Toronto, ON, Canada","43,706479","-79,367616"
"Thorncliffe Park, Toronto, ON, Canada","43,708151","-79,348781"
"Flemingdon Park, Toronto, ON, Canada","43,715626","-79,332644"
"Don Mills, Toronto, ON, Canada","43,776178","-79,346387"
"Toronto, ON, Canada","43,64877","-79,38171"
"Victoria Village, Toronto, ON, Canada","43,725415","-79,311633"
"Newtonbrook, Toronto, ON, Canada","43,78851","-79,419558"
"Willowdale, Toronto, ON, Canada","43,771307","-79,40207"
"Hillcrest Village, Toronto, ON, Canada","43,802603","-79,354799"
"Bayview Woods-Steeles, Toronto, ON, Canada","43,796801","-79,382111"
"Bayview Village, Toronto, ON, Canada","43,776835","-79,377116"
"Don Valley Village, Toronto, ON, Canada","43,783263","-79,353644"
"Henry Farm, Toronto, ON, Canada","43,771835","-79,341241"
"Pleasant View, Toronto, ON, Canada","43,786492","-79,33511"
"Riverdale, Toronto, ON, Canada","43,671724","-79,351261"
"GreekTown, Calgary, AB, Canada","51,034774","-114,071826"
"Leslieville Community Centre, AB, Canada","52,38319","-114,605157"
"The Beach, Toronto, ON, Canada","43,672135","-79,299226"
"Toronto Public Library - Beaches Branch, Toronto, ON, Canada","43,670138","-79,29847"
"GreekTown, Calgary, AB, Canada","51,034774","-114,071826"
"East York, Toronto, ON, Canada","43,699591","-79,351742"
"Playter Estates-Danforth, Toronto, ON, Canada","43,679936","-79,354888"
"Old East York, Toronto, ON, Canada","43,697885","-79,335233"
"Connor Creek, Chehalis 5, BC, Canada","49,305904","-121,894738"
"Town, Peterborough, ON, Canada","44,302629","-78,319714"
"Golden Mile, Regina, SK, Canada","50,41726","-104,619838"
"Dorset Park, Toronto, ON, Canada","43,759252","-79,278678"
"Wexford Way, Ottawa, ON, Canada","45,365507","-75,676288"
"Toronto, ON, Canada","43,702303","-79,357423"
"Scarborough Junction, Toronto, ON, Canada","43,725383","-79,260382"
"Ionview, Toronto, ON, Canada","43,736186","-79,273105"
"Clairlea Crescent, Toronto, ON, Canada","43,714663","-79,291564"
"Bayview Woods-Steeles, Toronto, ON, Canada","43,796801","-79,382111"
"Lamoreaux Road, NB, Canada","46,463014","-67,695899"
"Tam O'Shanter, BC, Canada","49,677698","-116,815062"
"Birchcliffe-Cliffside, Toronto, ON, Canada","43,7035","-79,255686"
"Oakridge, Toronto, ON, Canada","43,695698","-79,279707"
"The Toronto Hunt Club, Toronto, ON, Canada","43,680695","-79,273179"
"10 Cliffside Trail, AB, Canada","52,378087","-114,94561"
"Scarborough Village, Toronto, ON, Canada","43,738621","-79,217043"
"Cliffcrest, Toronto, ON, Canada","43,722604","-79,235844"
"Guildwood, Toronto, ON, Canada","43,747003","-79,1998"
"Eglington East, Toronto, ON, Canada","43,739578","-79,24375"
"Scarborough, Toronto, ON, Canada","43,781265","-79,236905"
"Woburn, Toronto, ON, Canada","43,767976","-79,233464"
"Morningside, Toronto, ON, Canada","43,785311","-79,202954"
"Bendale, Toronto, ON, Canada","43,760575","-79,257672"
"Rouge, Toronto, ON, Canada","43,825052","-79,185341"
"Port Union, NL, Canada","48,49989","-53,08135"
"West Hill, Toronto, ON, Canada","43,769706","-79,179622"
"Highland Creek, Toronto, ON, Canada","43,789988","-79,177471"
"Rouge, Toronto, ON, Canada","43,825052","-79,185341"
"Malvern, Toronto, ON, Canada","43,804216","-79,222511"
"High Park North, Toronto, ON, Canada","43,657123","-79,466303"
"Parkdale, Toronto, ON, Canada","43,6407","-79,437765"
"Toronto Public Library - Swansea Memorial, Toronto, ON, Canada","43,647602","-79,477871"
"Roncesvalles, Toronto, ON, Canada","43,644174","-79,443175"
"Bloor West Village Chiropractic, Toronto, ON, Canada","43,64973","-79,48194"
"Babys Point, Walpole Island Indian Reserve No. 46, ON, Canada","42,636999","-82,504883"
"Junction Area, Toronto, ON, Canada","43,669105","-79,471231"
"High Park North, Toronto, ON, Canada","43,657123","-79,466303"
"Silverthorn, Toronto, ON, Canada","43,689733","-79,472703"
"Eglinton West, Toronto, ON, Canada","43,700052","-79,436436"
"Rockcliffe-Smythe, Toronto, ON, Canada","43,674275","-79,492386"
"Carleton Village Shore, NS, Canada","43,661584","-65,328253"
"Corso Italia Garage, Toronto, ON, Canada","43,676946","-79,444991"
"York, Toronto, ON, Canada","43,680189","-79,492232"
"Toronto Place Park, New West, BC, Canada","49,204239","-122,914627"
"Brookhaven-Amesbury, Toronto, ON, Canada","43,701141","-79,485589"
"Pelmo Park-Humberlea, Toronto, ON, Canada","43,719648","-79,534791"
"Weston, Toronto, ON, Canada","43,702465","-79,515471"
"Fairbank, Toronto, ON, Canada","43,693114","-79,452349"
"Maple Leaf, Toronto, ON, Canada","43,715395","-79,480762"
"Mount Dennis, Toronto, ON, Canada","43,689015","-79,502298"
"Downsview, Toronto, ON, Canada","43,734119","-79,483284"
"Humber Summit, Toronto, ON, Canada","43,758716","-79,556174"
"Humbermede, Toronto, ON, Canada","43,743482","-79,537394"
"Jane and Finch, Toronto, ON, Canada","43,753105","-79,51445"
"York University Heights, Toronto, ON, Canada","43,767497","-79,489336"
"New Toronto, Toronto, ON, Canada","43,600846","-79,511589"
"Long Branch, Toronto, ON, Canada","43,593139","-79,533121"
"North Mimico, Toronto, ON, Canada","43,616121","-79,49458"
"Alderwood, Toronto, ON, Canada","43,605353","-79,541942"
"The Queensway, Toronto, ON, Canada","43,620303","-79,529681"
"The Kingsway, Toronto, ON, Canada","43,650569","-79,501185"
"Etobicoke, Toronto, ON, Canada","43,67061","-79,553568"
"Eringate-Centennial-West Deane, Toronto, ON, Canada","43,662385","-79,578625"
"Princess Place, Rothesay, NB, Canada","45,357253","-66,031639"
"Humber Valley Village Junior Middle School, Toronto, ON, Canada","43,665359","-79,526941"
"Westmount Community Centre, Sudbury, ON, Canada","46,510576","-80,939935"
"Markland Wood, Toronto, ON, Canada","43,632829","-79,574613"
"Kingsfield Village, AB, Canada","53,261198","-113,578274"
"Richview, Toronto, ON, Canada","43,686351","-79,552115"
"Humber Heights, Toronto, ON, Canada","43,69112","-79,522635"
"Rexdale Boulevard, Toronto, ON, Canada","43,720321","-79,612595"
"Lac Clairville, La Tuque, QC, Canada","48,177636","-75,262533"
"Thistletown Collegiate Institute, Toronto, ON, Canada","43,728046","-79,56344"
"Smithfield Circle, Chatham-Kent, ON, Canada","42,402412","-82,224762"
"The Elms, Toronto, ON, Canada","43,722454","-79,550179"
